treeID,site,species,status,diameter,age,coring_height,data_source,mort_fact1,mort_fact2,mort_fact_uncertainty,latitude,longitude,reference
X5-A-1_SM,Megantic,Abies_balsamea,DEAD,24.6,79,0.3,complete,Def,NS,4,45.45,-71.15,AbiesBalsamea_Fillon_1998-2006
X5-B-1_SW,Megantic,Abies_balsamea,LIVING,30.7,81,0.3,complete,Def,NS,4,45.45,-71.15,AbiesBalsamea_Fillon_1998-2006
X5-C-1_SM,Megantic,Abies_balsamea,DEAD,19.8,79,0.3,complete,Def,NS,4,45.45,-71.15,AbiesBalsamea_Fillon_1998-2006
X5-C-2_S,Megantic,Abies_balsamea,LIVING,20.3,72,0.3,complete,Def,NS,4,45.45,-71.15,AbiesBalsamea_Fillon_1998-2006
X5-C-3_SM,Megantic,Abies_balsamea,DEAD,22.7,76,0.3,complete,Def,NS,4,45.45,-71.15,AbiesBalsamea_Fillon_1998-2006
X5D_AC,BWM,Abies_concolor,DEAD,14.5,NA,1.3,partial,D,NS,4,35.24,-112.19,AbiesConcolor_Kane&Kolb_2014
X5D_PF,SFP,Pinus_flexilis,DEAD,13.1,NA,1.3,partial,D,NS,4,35.34,-111.29,PinusFlexilis_Kane&Kolb_2014
X5D_PM,SFP,Pseudotsuga_menziesii,DEAD,12.2,NA,1.3,partial,D,NS,4,35.34,-111.29,PseudotsugaMenziesii_Kane&Kolb_2014
X5D_PT,BWM,Populus_tremuloides,DEAD,13.5,NA,1.3,partial,D,NS,4,35.24,-112.19,PopulusTremuloides_Kane&Kolb_2014
X5-D-2_S,Megantic,Abies_balsamea,LIVING,27.4,79,0.3,complete,Def,NS,4,45.45,-71.15,AbiesBalsamea_Fillon_1998-2006
X5-D-3_S,Megantic,Abies_balsamea,LIVING,18.9,75,0.3,complete,Def,NS,4,45.45,-71.15,AbiesBalsamea_Fillon_1998-2006
X5-D-4_S,Megantic,Abies_balsamea,LIVING,17.4,71,0.3,complete,Def,NS,4,45.45,-71.15,AbiesBalsamea_Fillon_1998-2006
X5-E-1_SE,Megantic,Abies_balsamea,LIVING,19.5,73,0.3,complete,Def,NS,4,45.45,-71.15,AbiesBalsamea_Fillon_1998-2006
X5-E-2_S,Megantic,Abies_balsamea,LIVING,16.3,79,0.3,complete,Def,NS,4,45.45,-71.15,AbiesBalsamea_Fillon_1998-2006
X5-E-4_SM,Megantic,Abies_balsamea,DEAD,4.8,57,0.3,complete,Def,NS,4,45.45,-71.15,AbiesBalsamea_Fillon_1998-2006
X5-F-1_SE,Megantic,Abies_balsamea,LIVING,13.1,84,0.3,complete,Def,NS,4,45.45,-71.15,AbiesBalsamea_Fillon_1998-2006
X5L_AC,BWM,Abies_concolor,LIVING,13.72,NA,1.3,partial,D,NS,4,35.24,-112.19,AbiesConcolor_Kane&Kolb_2014
X5L_PF,SFP,Pinus_flexilis,LIVING,17.41,NA,1.3,partial,D,NS,4,35.34,-111.29,PinusFlexilis_Kane&Kolb_2014
X5L_PM,SFP,Pseudotsuga_menziesii,LIVING,11.45,NA,1.3,partial,D,NS,4,35.34,-111.29,PseudotsugaMenziesii_Kane&Kolb_2014
X5L_PT,BWM,Populus_tremuloides,LIVING,15.66,NA,1.3,partial,D,NS,4,35.24,-112.19,PopulusTremuloides_Kane&Kolb_2014
X6_MFO_SS,Mule_Farm-Ozarks,Quercus_rubra,LIVING,57.7,NA,1.3,complete,D,Bb,2,35.78,-93.81,QuercusRubra_Haavik_2011
X60_MFO_RT,Mule_Farm-Ozarks,Quercus_rubra,LIVING,32.7,85,1.3,complete,D,Bb,2,35.78,-93.81,QuercusRubra_Haavik_2011
X600_OF_NS,Ouachitas-Flatside,Quercus_rubra,LIVING,35.2,72,1.3,complete,D,Bb,2,35.05,-92.91,QuercusRubra_Haavik_2011
X601_OF_NS,Ouachitas-Flatside,Quercus_rubra,LIVING,30.9,NA,1.3,complete,D,Bb,2,35.05,-92.91,QuercusRubra_Haavik_2011
X6010a,Swiss_National_Park_Engadine_Valley,Pinus_mugo,DEAD,NA,113,1,complete,Fungi,NS,4,46.66,10.23,PinusMugo_Cherubini_2002
X602_OF_NS,Ouachitas-Flatside,Quercus_rubra,LIVING,36.5,73,1.3,complete,D,Bb,2,35.05,-92.91,QuercusRubra_Haavik_2011
X603_OF_NS,Ouachitas-Flatside,Quercus_rubra,LIVING,29.8,72,1.3,complete,D,Bb,2,35.05,-92.91,QuercusRubra_Haavik_2011
X604_OF_NS,Ouachitas-Flatside,Quercus_rubra,LIVING,42.1,67,1.3,complete,D,Bb,2,35.05,-92.91,QuercusRubra_Haavik_2011
X605_OF_NS,Ouachitas-Flatside,Quercus_rubra,LIVING,24.9,92,1.3,complete,D,Bb,2,35.05,-92.91,QuercusRubra_Haavik_2011
X606_OF_NS,Ouachitas-Flatside,Quercus_rubra,LIVING,28.1,71,1.3,complete,D,Bb,2,35.05,-92.91,QuercusRubra_Haavik_2011
X607_OF_NS,Ouachitas-Flatside,Quercus_rubra,LIVING,27.5,66,1.3,complete,D,Bb,2,35.05,-92.91,QuercusRubra_Haavik_2011
X608_OF_NS,Ouachitas-Flatside,Quercus_rubra,LIVING,34.1,NA,1.3,complete,D,Bb,2,35.05,-92.91,QuercusRubra_Haavik_2011
X6081a,Swiss_National_Park_Engadine_Valley,Pinus_mugo,DEAD,NA,137,1,complete,Fungi,NS,4,46.66,10.23,PinusMugo_Cherubini_2002
X609_OF_NS,Ouachitas-Flatside,Quercus_rubra,LIVING,28.4,NA,1.3,complete,D,Bb,2,35.05,-92.91,QuercusRubra_Haavik_2011
X60D_PM,BWM,Pseudotsuga_menziesii,DEAD,43.4,NA,1.3,partial,D,NS,4,35.24,-112.19,PseudotsugaMenziesii_Kane&Kolb_2014
X60D_PT,SFP,Populus_tremuloides,DEAD,48.6,NA,1.3,partial,D,NS,4,33.64,-109.29,PopulusTremuloides_Kane&Kolb_2014
X60L_PM,BWM,Pseudotsuga_menziesii,LIVING,51.9,NA,1.3,partial,D,NS,4,35.24,-112.19,PseudotsugaMenziesii_Kane&Kolb_2014
X60L_PT,SFP,Populus_tremuloides,LIVING,35.5,NA,1.3,partial,D,NS,4,33.64,-109.29,PopulusTremuloides_Kane&Kolb_2014
X610_OF_NS,Ouachitas-Flatside,Quercus_rubra,LIVING,NA,70,1.3,complete,D,Bb,2,35.05,-92.91,QuercusRubra_Haavik_2011
X611_OF_NS,Ouachitas-Flatside,Quercus_rubra,LIVING,29.1,73,1.3,complete,D,Bb,2,35.05,-92.91,QuercusRubra_Haavik_2011
X612_OF_NS,Ouachitas-Flatside,Quercus_rubra,LIVING,22.1,78,1.3,complete,D,Bb,2,35.05,-92.91,QuercusRubra_Haavik_2011
X613_OF_NS,Ouachitas-Flatside,Quercus_rubra,LIVING,29.8,72,1.3,complete,D,Bb,2,35.05,-92.91,QuercusRubra_Haavik_2011
X614_OF_NS,Ouachitas-Flatside,Quercus_rubra,LIVING,36.7,74,1.3,complete,D,Bb,2,35.05,-92.91,QuercusRubra_Haavik_2011
X615_OF_NS,Ouachitas-Flatside,Quercus_rubra,LIVING,43,77,1.3,complete,D,Bb,2,35.05,-92.91,QuercusRubra_Haavik_2011
X616_OF_NS,Ouachitas-Flatside,Quercus_rubra,LIVING,38.6,74,1.3,complete,D,Bb,2,35.05,-92.91,QuercusRubra_Haavik_2011
X6162a,Swiss_National_Park_Engadine_Valley,Pinus_mugo,DEAD,NA,182,1,complete,Fungi,NS,4,46.66,10.23,PinusMugo_Cherubini_2002
X617_OF_NS,Ouachitas-Flatside,Quercus_rubra,LIVING,43.4,NA,1.3,complete,D,Bb,2,35.05,-92.91,QuercusRubra_Haavik_2011
X619_OF_NS,Ouachitas-Flatside,Quercus_rubra,LIVING,40.3,70,1.3,complete,D,Bb,2,35.05,-92.91,QuercusRubra_Haavik_2011
X61D_PM,SFP,Pseudotsuga_menziesii,DEAD,49,NA,1.3,partial,D,NS,4,35.34,-111.29,PseudotsugaMenziesii_Kane&Kolb_2014
X61D_PT,SFP,Populus_tremuloides,DEAD,50.9,NA,1.3,partial,D,NS,4,33.64,-109.29,PopulusTremuloides_Kane&Kolb_2014
X61L_PM,SFP,Pseudotsuga_menziesii,LIVING,52.1,NA,1.3,partial,D,NS,4,35.34,-111.29,PseudotsugaMenziesii_Kane&Kolb_2014
X61L_PT,SFP,Populus_tremuloides,LIVING,48.15,NA,1.3,partial,D,NS,4,33.64,-109.29,PopulusTremuloides_Kane&Kolb_2014
X62_MFO_RT,Mule_Farm-Ozarks,Quercus_rubra,LIVING,48.5,NA,1.3,complete,D,Bb,2,35.78,-93.81,QuercusRubra_Haavik_2011
X620_OF_NS,Ouachitas-Flatside,Quercus_rubra,LIVING,35.1,NA,1.3,complete,D,Bb,2,35.05,-92.91,QuercusRubra_Haavik_2011
X622_OF_NS,Ouachitas-Flatside,Quercus_rubra,LIVING,NA,76,1.3,complete,D,Bb,2,35.05,-92.91,QuercusRubra_Haavik_2011
X623_OF_NS,Ouachitas-Flatside,Quercus_rubra,LIVING,36.7,NA,1.3,complete,D,Bb,2,35.05,-92.91,QuercusRubra_Haavik_2011
X624_OF_NS,Ouachitas-Flatside,Quercus_rubra,LIVING,NA,75,1.3,complete,D,Bb,2,35.05,-92.91,QuercusRubra_Haavik_2011
X625_OF_NS,Ouachitas-Flatside,Quercus_rubra,LIVING,51.8,81,1.3,complete,D,Bb,2,35.05,-92.91,QuercusRubra_Haavik_2011
X626_OF_NS,Ouachitas-Flatside,Quercus_rubra,LIVING,44.6,NA,1.3,complete,D,Bb,2,35.05,-92.91,QuercusRubra_Haavik_2011
X627_OF_NS,Ouachitas-Flatside,Quercus_rubra,LIVING,50,NA,1.3,complete,D,Bb,2,35.05,-92.91,QuercusRubra_Haavik_2011
X6272a,Swiss_National_Park_Engadine_Valley,Pinus_mugo,DEAD,NA,168,1,complete,Fungi,NS,4,46.66,10.23,PinusMugo_Cherubini_2002
X628_OF_NS,Ouachitas-Flatside,Quercus_rubra,LIVING,37.1,75,1.3,complete,D,Bb,2,35.05,-92.91,QuercusRubra_Haavik_2011
X629_OF_NS,Ouachitas-Flatside,Quercus_rubra,LIVING,41.5,NA,1.3,complete,D,Bb,2,35.05,-92.91,QuercusRubra_Haavik_2011
X62D_PM,SIT,Pseudotsuga_menziesii,DEAD,52.6,NA,1.3,partial,D,NS,4,33.64,-109.29,PseudotsugaMenziesii_Kane&Kolb_2014
X62L_PM,SIT,Pseudotsuga_menziesii,LIVING,53.36,NA,1.3,partial,D,NS,4,33.64,-109.29,PseudotsugaMenziesii_Kane&Kolb_2014
X63_MFO_RT,Mule_Farm-Ozarks,Quercus_rubra,LIVING,39.5,82,1.3,complete,D,Bb,2,35.78,-93.81,QuercusRubra_Haavik_2011
X630_OF_NS,Ouachitas-Flatside,Quercus_rubra,LIVING,30,81,1.3,complete,D,Bb,2,35.05,-92.91,QuercusRubra_Haavik_2011
X6386a,Swiss_National_Park_Engadine_Valley,Pinus_mugo,DEAD,NA,139,1,complete,Fungi,NS,4,46.66,10.23,PinusMugo_Cherubini_2002
X6388a,Swiss_National_Park_Engadine_Valley,Pinus_mugo,DEAD,NA,187,1,complete,Fungi,NS,4,46.66,10.23,PinusMugo_Cherubini_2002
X63D_PM,SFP,Pseudotsuga_menziesii,DEAD,61.4,NA,1.3,partial,D,NS,4,35.34,-111.29,PseudotsugaMenziesii_Kane&Kolb_2014
X63L_PM,SFP,Pseudotsuga_menziesii,LIVING,60.66,NA,1.3,partial,D,NS,4,35.34,-111.29,PseudotsugaMenziesii_Kane&Kolb_2014
X64_MFO_RT,Mule_Farm-Ozarks,Quercus_rubra,LIVING,43.3,79,1.3,complete,D,Bb,2,35.78,-93.81,QuercusRubra_Haavik_2011
X64D_PM,SFP,Pseudotsuga_menziesii,DEAD,61.8,NA,1.3,partial,D,NS,4,35.34,-111.29,PseudotsugaMenziesii_Kane&Kolb_2014
X64L_PM,SFP,Pseudotsuga_menziesii,LIVING,62.13,NA,1.3,partial,D,NS,4,35.34,-111.29,PseudotsugaMenziesii_Kane&Kolb_2014
X65_MFO_RT,Mule_Farm-Ozarks,Quercus_rubra,LIVING,NA,80,1.3,complete,D,Bb,2,35.78,-93.81,QuercusRubra_Haavik_2011
X65D_PM,SFP,Pseudotsuga_menziesii,DEAD,63.4,NA,1.3,partial,D,NS,4,35.34,-111.29,PseudotsugaMenziesii_Kane&Kolb_2014
X65L_PM,SFP,Pseudotsuga_menziesii,LIVING,62.78,NA,1.3,partial,D,NS,4,35.34,-111.29,PseudotsugaMenziesii_Kane&Kolb_2014
X66_MFO_RT,Mule_Farm-Ozarks,Quercus_rubra,LIVING,37.7,90,1.3,complete,D,Bb,2,35.78,-93.81,QuercusRubra_Haavik_2011
X66D_PM,SIT,Pseudotsuga_menziesii,DEAD,70.9,NA,1.3,partial,D,NS,4,33.64,-109.29,PseudotsugaMenziesii_Kane&Kolb_2014
X66L_PM,SIT,Pseudotsuga_menziesii,LIVING,67.88,NA,1.3,partial,D,NS,4,33.64,-109.29,PseudotsugaMenziesii_Kane&Kolb_2014
X67_MFO_RT,Mule_Farm-Ozarks,Quercus_rubra,LIVING,34.5,NA,1.3,complete,D,Bb,2,35.78,-93.81,QuercusRubra_Haavik_2011
X67D_PM,SFP,Pseudotsuga_menziesii,DEAD,80.2,NA,1.3,partial,D,NS,4,35.34,-111.29,PseudotsugaMenziesii_Kane&Kolb_2014
X67L_PM,SFP,Pseudotsuga_menziesii,LIVING,82.42,NA,1.3,partial,D,NS,4,35.34,-111.29,PseudotsugaMenziesii_Kane&Kolb_2014
X68_MFO_RT,Mule_Farm-Ozarks,Quercus_rubra,LIVING,34.3,73,1.3,complete,D,Bb,2,35.78,-93.81,QuercusRubra_Haavik_2011
X68D_PM,SFP,Pseudotsuga_menziesii,DEAD,82.4,NA,1.3,partial,D,NS,4,35.34,-111.29,PseudotsugaMenziesii_Kane&Kolb_2014
X68L_PM,SFP,Pseudotsuga_menziesii,LIVING,84.74,NA,1.3,partial,D,NS,4,35.34,-111.29,PseudotsugaMenziesii_Kane&Kolb_2014
X69_MFO_RT,Mule_Farm-Ozarks,Quercus_rubra,LIVING,39.3,87,1.3,complete,D,Bb,2,35.78,-93.81,QuercusRubra_Haavik_2011
X69D_PM,SFP,Pseudotsuga_menziesii,DEAD,87.8,NA,1.3,partial,D,NS,4,35.34,-111.29,PseudotsugaMenziesii_Kane&Kolb_2014
X69L_PM,SFP,Pseudotsuga_menziesii,LIVING,96.03,NA,1.3,partial,D,NS,4,35.34,-111.29,PseudotsugaMenziesii_Kane&Kolb_2014
X6-A-1_NE,Megantic,Abies_balsamea,LIVING,20,54,0.3,complete,Def,NS,4,45.45,-71.15,AbiesBalsamea_Fillon_1998-2006
X6-A-2_S,Megantic,Abies_balsamea,LIVING,17.7,77,0.3,complete,Def,NS,4,45.45,-71.15,AbiesBalsamea_Fillon_1998-2006
X6-B-1_S,Megantic,Abies_balsamea,LIVING,24.3,71,0.3,complete,Def,NS,4,45.45,-71.15,AbiesBalsamea_Fillon_1998-2006
X6-B-2_SM,Megantic,Abies_balsamea,DEAD,9.4,43,0.3,complete,Def,NS,4,45.45,-71.15,AbiesBalsamea_Fillon_1998-2006
X6-C-1_S,Megantic,Abies_balsamea,LIVING,11.6,56,0.3,complete,Def,NS,4,45.45,-71.15,AbiesBalsamea_Fillon_1998-2006
X6-C-4_SM,Megantic,Abies_balsamea,DEAD,21,47,0.3,complete,Def,NS,4,45.45,-71.15,AbiesBalsamea_Fillon_1998-2006
X6-C-5_SE,Megantic,Abies_balsamea,LIVING,18.4,87,0.3,complete,Def,NS,4,45.45,-71.15,AbiesBalsamea_Fillon_1998-2006
X6D_AC,BWM,Abies_concolor,DEAD,15.5,NA,1.3,partial,D,NS,4,35.24,-112.19,AbiesConcolor_Kane&Kolb_2014
X6D_PF,SFP,Pinus_flexilis,DEAD,16.1,NA,1.3,partial,D,NS,4,35.34,-111.29,PinusFlexilis_Kane&Kolb_2014
X6D_PM,SFP,Pseudotsuga_menziesii,DEAD,12.3,NA,1.3,partial,D,NS,4,35.34,-111.29,PseudotsugaMenziesii_Kane&Kolb_2014
X6D_PT,SFP,Populus_tremuloides,DEAD,15.5,NA,1.3,partial,D,NS,4,33.64,-109.29,PopulusTremuloides_Kane&Kolb_2014
X6-D-2_NE,Megantic,Abies_balsamea,LIVING,15.1,78,0.3,complete,Def,NS,4,45.45,-71.15,AbiesBalsamea_Fillon_1998-2006
X6-E-1_NO,Megantic,Abies_balsamea,LIVING,12.7,72,0.3,complete,Def,NS,4,45.45,-71.15,AbiesBalsamea_Fillon_1998-2006
X6-E-3_S,Megantic,Abies_balsamea,LIVING,10.2,66,0.3,complete,Def,NS,4,45.45,-71.15,AbiesBalsamea_Fillon_1998-2006
X6-E-4_S,Megantic,Abies_balsamea,DEAD,12.1,41,0.3,complete,Def,NS,4,45.45,-71.15,AbiesBalsamea_Fillon_1998-2006
X6-E-5_S,Megantic,Abies_balsamea,DEAD,9.8,61,0.3,complete,Def,NS,4,45.45,-71.15,AbiesBalsamea_Fillon_1998-2006
X6-E-6_S,Megantic,Abies_balsamea,LIVING,19.4,71,0.3,complete,Def,NS,4,45.45,-71.15,AbiesBalsamea_Fillon_1998-2006
X6-E-8_S,Megantic,Abies_balsamea,DEAD,5.5,21,0.3,complete,Def,NS,4,45.45,-71.15,AbiesBalsamea_Fillon_1998-2006
X6-F-4_SM,Megantic,Abies_balsamea,DEAD,14.8,59,0.3,complete,Def,NS,4,45.45,-71.15,AbiesBalsamea_Fillon_1998-2006
X6-F-5_S,Megantic,Abies_balsamea,LIVING,15.7,66,0.3,complete,Def,NS,4,45.45,-71.15,AbiesBalsamea_Fillon_1998-2006
X6L_AC,BWM,Abies_concolor,LIVING,15.18,NA,1.3,partial,D,NS,4,35.24,-112.19,AbiesConcolor_Kane&Kolb_2014
X6L_PF,SFP,Pinus_flexilis,LIVING,20.63,NA,1.3,partial,D,NS,4,35.34,-111.29,PinusFlexilis_Kane&Kolb_2014
X6L_PM,SFP,Pseudotsuga_menziesii,LIVING,11.34,NA,1.3,partial,D,NS,4,35.34,-111.29,PseudotsugaMenziesii_Kane&Kolb_2014
X6L_PT,SFP,Populus_tremuloides,LIVING,15.61,NA,1.3,partial,D,NS,4,33.64,-109.29,PopulusTremuloides_Kane&Kolb_2014
X7_MFO_SS,Mule_Farm-Ozarks,Quercus_rubra,LIVING,34.3,NA,1.3,complete,D,Bb,2,35.78,-93.81,QuercusRubra_Haavik_2011
X70_MFO_RT,Mule_Farm-Ozarks,Quercus_rubra,LIVING,45.2,NA,1.3,complete,D,Bb,2,35.78,-93.81,QuercusRubra_Haavik_2011
X70D_PM,SFP,Pseudotsuga_menziesii,DEAD,90.4,NA,1.3,partial,D,NS,4,35.34,-111.29,PseudotsugaMenziesii_Kane&Kolb_2014
X70L_PM,SFP,Pseudotsuga_menziesii,LIVING,106.7,NA,1.3,partial,D,NS,4,35.34,-111.29,PseudotsugaMenziesii_Kane&Kolb_2014
X71_MFO_NS,Mule_Farm-Ozarks,Quercus_rubra,LIVING,21.2,83,1.3,complete,D,Bb,2,35.78,-93.81,QuercusRubra_Haavik_2011
X719_OT_RT,Ouachitas-Talimena,Quercus_rubra,LIVING,31.5,83,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X71D_PM,SFP,Pseudotsuga_menziesii,DEAD,138.6,NA,1.3,partial,D,NS,4,35.34,-111.29,PseudotsugaMenziesii_Kane&Kolb_2014
X71L_PM,SFP,Pseudotsuga_menziesii,LIVING,120.8,NA,1.3,partial,D,NS,4,35.34,-111.29,PseudotsugaMenziesii_Kane&Kolb_2014
X72_MFO_NS,Mule_Farm-Ozarks,Quercus_rubra,LIVING,NA,87,1.3,complete,D,Bb,2,35.78,-93.81,QuercusRubra_Haavik_2011
X720_OT_RT,Ouachitas-Talimena,Quercus_rubra,LIVING,24.2,83,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X721_OT_RT,Ouachitas-Talimena,Quercus_rubra,LIVING,19.7,88,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X722_OT_RT,Ouachitas-Talimena,Quercus_rubra,LIVING,23,84,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X723_OT_RT,Ouachitas-Talimena,Quercus_rubra,LIVING,17.2,NA,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X724_OT_RT,Ouachitas-Talimena,Quercus_rubra,LIVING,24,86,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X725_OT_RT,Ouachitas-Talimena,Quercus_rubra,LIVING,18.9,86,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X726_OT_RT,Ouachitas-Talimena,Quercus_rubra,LIVING,24.7,90,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X727_OT_RT,Ouachitas-Talimena,Quercus_rubra,LIVING,24.2,93,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X728_OT_RT,Ouachitas-Talimena,Quercus_rubra,LIVING,20.7,84,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X729_OT_RT,Ouachitas-Talimena,Quercus_rubra,LIVING,21.6,92,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X73_MFO_NS,Mule_Farm-Ozarks,Quercus_rubra,LIVING,NA,81,1.3,complete,D,Bb,2,35.78,-93.81,QuercusRubra_Haavik_2011
X730_OT_RT,Ouachitas-Talimena,Quercus_rubra,LIVING,19.7,84,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X731_OT_RT,Ouachitas-Talimena,Quercus_rubra,LIVING,22,86,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X733_OT_RT,Ouachitas-Talimena,Quercus_rubra,LIVING,21.1,87,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X734_OT_RT,Ouachitas-Talimena,Quercus_rubra,LIVING,25.4,85,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X735_OT_RT,Ouachitas-Talimena,Quercus_rubra,LIVING,19.5,NA,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X736_OT_RT,Ouachitas-Talimena,Quercus_rubra,LIVING,20.5,92,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X737_OT_RT,Ouachitas-Talimena,Quercus_rubra,LIVING,26,95,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X738_OT_RT,Ouachitas-Talimena,Quercus_rubra,LIVING,27.6,88,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X739_OT_RT,Ouachitas-Talimena,Quercus_rubra,LIVING,26.5,NA,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X74_MFO_NS,Mule_Farm-Ozarks,Quercus_rubra,LIVING,64.2,150,1.3,complete,D,Bb,2,35.78,-93.81,QuercusRubra_Haavik_2011
X740_OT_RT,Ouachitas-Talimena,Quercus_rubra,LIVING,21,NA,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X741_OT_RT,Ouachitas-Talimena,Quercus_rubra,LIVING,21.2,98,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X742_OT_RT,Ouachitas-Talimena,Quercus_rubra,LIVING,15.8,80,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X744_OT_RT,Ouachitas-Talimena,Quercus_rubra,LIVING,33,NA,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X745_OT_RT,Ouachitas-Talimena,Quercus_rubra,LIVING,28.8,85,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X746_OT_RT,Ouachitas-Talimena,Quercus_rubra,LIVING,20.6,NA,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X747_OT_RT,Ouachitas-Talimena,Quercus_rubra,LIVING,30.2,89,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X749_OT_RT,Ouachitas-Talimena,Quercus_rubra,LIVING,22.2,99,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X75_MFO_NS,Mule_Farm-Ozarks,Quercus_rubra,LIVING,36.6,81,1.3,complete,D,Bb,2,35.78,-93.81,QuercusRubra_Haavik_2011
X750_OT_RT,Ouachitas-Talimena,Quercus_rubra,LIVING,26.3,81,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X750a,Swiss_National_Park_Engadine_Valley,Pinus_mugo,DEAD,NA,204,1,complete,Fungi,NS,4,46.66,10.23,PinusMugo_Cherubini_2002
X751_OT_RT,Ouachitas-Talimena,Quercus_rubra,LIVING,26.1,85,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X752_OT_RT,Ouachitas-Talimena,Quercus_rubra,LIVING,36.7,NA,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X753_OT_RT,Ouachitas-Talimena,Quercus_rubra,LIVING,22.8,85,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X754_OT_NS,Ouachitas-Talimena,Quercus_rubra,LIVING,37,120,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X755_OT_NS,Ouachitas-Talimena,Quercus_rubra,LIVING,32.5,85,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X756_OT_NS,Ouachitas-Talimena,Quercus_rubra,LIVING,22.5,88,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X757_OT_NS,Ouachitas-Talimena,Quercus_rubra,LIVING,38.5,109,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X758_OT_NS,Ouachitas-Talimena,Quercus_rubra,LIVING,30.8,109,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X759_OT_NS,Ouachitas-Talimena,Quercus_rubra,LIVING,33.2,110,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X76_MFO_NS,Mule_Farm-Ozarks,Quercus_rubra,LIVING,37.2,93,1.3,complete,D,Bb,2,35.78,-93.81,QuercusRubra_Haavik_2011
X760_OT_NS,Ouachitas-Talimena,Quercus_rubra,LIVING,34.7,102,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X761_OT_NS,Ouachitas-Talimena,Quercus_rubra,LIVING,32.5,108,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X762_OT_NS,Ouachitas-Talimena,Quercus_rubra,LIVING,20.6,85,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X763_OT_NS,Ouachitas-Talimena,Quercus_rubra,LIVING,24.5,104,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X764_OT_NS,Ouachitas-Talimena,Quercus_rubra,LIVING,30.4,113,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X766_OT_NS,Ouachitas-Talimena,Quercus_rubra,LIVING,30.8,108,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
X767_OT_NS,Ouachitas-Talimena,Quercus_rubra,LIVING,34.7,108,1.3,complete,D,Bb,2,34.67,-94.45,QuercusRubra_Haavik_2011
